0,0,200,400,700,1100,1600,2200,2900,3700,4600,5600,0,0,0,0,10000,0,20,19,30,10,10,19001,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,20,90,0,0,0,0,0,0,1,0,0,-1,-1
1,0,400,700,1600,2800,4300,6100,8200,10600,13300,16300,0,0,1,0,12000,0,20,19,30,10,10,19002,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,20,90,0,0,0,0,0,0,1,0,0,-1,-1
3,0,600,900,1800,3000,4500,6300,8400,10800,13500,16500,0,0,2,0,14000,0,20,19,30,10,10,19003,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,20,90,0,0,0,0,0,0,1,0,0,-1,-1
6,0,700,1300,2200,3400,4900,6700,8800,11200,13900,16900,0,0,3,0,16000,0,20,19,30,10,10,19004,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,20,90,0,0,0,0,0,0,1,0,0,-1,-1
9,4000,800,1500,2400,3600,5100,6900,9000,11400,14100,17100,0,0,4,0,16000,0,20,19,30,10,10,19005,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,20,90,0,0,0,0,0,0,1,0,0,-1,-1
12,5000,900,2000,3200,4800,6800,9200,12000,15200,18800,22800,0,0,5,0,17000,0,20,19,30,10,10,19006,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,20,90,0,0,0,0,0,0,1,0,0,-1,-1
16,6000,1300,2500,4000,6000,8500,11500,15000,19000,23500,28500,0,0,6,0,18000,0,20,19,30,10,10,19007,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,20,90,0,0,0,0,0,0,1,0,0,-1,-1
20,7000,1800,3000,4800,7200,10200,13800,18000,22800,28200,34200,0,0,7,0,20000,0,20,19,30,10,10,19008,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,20,90,0,0,0,0,0,0,1,0,0,-1,-1
24,8000,2000,3500,6200,9800,14300,19700,26000,33200,41300,50300,0,0,8,0,24000,0,20,19,30,10,10,19009,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,20,90,0,0,0,0,0,0,1,0,0,-1,-1
7,150,800,1600,3100,5100,7600,10600,14100,18100,22600,27600,1,1,1009,1,999,3,20,0,-1,10,10,10010,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
