1|0|1|Ralf |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
2|0|1|T-Bone |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
3|0|1|Pam |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
4|0|1|Johann |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
5|0|1|Elmo |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
6|0|1|Joey |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
7|0|1|Clyde |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
8|0|1|Max |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
9|0|1|Sammy |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
10|0|1|Bert |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
11|0|1|Rosie |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
12|0|1|Banjo |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
13|0|1|Angus |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
14|0|1|Ian |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
15|0|1|Elmo |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
16|0|1|Wilbur |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
17|0|1|Ash |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
18|0|1|Felix |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
19|0|1|Chip |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
20|0|1|Kevin |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
21|0|1|Yuta |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
22|0|1|Nate |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
23|0|1|Keith |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
24|0|1|Gary |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
25|0|1|Jack |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
26|0|1|Pedro |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
27|0|1|Hank |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
28|0|1|Morty |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
29|0|1|Boris |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
30|0|1|Derp |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
31|0|1|Helga |Intern|An unpaid newbie, here for the summer.|Item Pickup chance slightly increased!|
