Energy Drink|Activated!|Worker Cat Efficiency increased!|
Giant Safe|Activated!|Worker Cat Wallet Capacity increased!|
Relativity Clock|Activated!|Production Speed of Cats increased!|
Philosopher's Stone|Activated!|XP received from battle increased!|
Smart Material Wall|Activated!|Cat Base health increased!|
Super Register|Activated!|Money for defeating enemies increased!|
Legendary Cat Shield|Activated!|Cat Health increased!|
Legendary Cat Sword|Activated!|Cat Atk increased!|
Energy Core|Activated!|Cat Cannon ATK increased!|
Turbo Machine|Activated!|Cat Cannon recharge speed increased!|
Management Bible|Activated!|Max Cat Energy Increased!|
???|You haven't collected enough|Cat Treasures to activate this.|
???|Collect all these treasures to speed up|money production during battle!|
???|Collect all these treasures to increase|Cat Worker Wallet capacity!|
???|Collect all these treasures to increase|Cat production speed during battles.|
???|Collect all these treasures to increase|amount of XP when you clear a stage.|
???|Collect all these treasures to increase|the health of your Cat Base|
???|Collect all these treasures to increase|money earned for defeating an enemy!|
???|Collect all these treasures|to increase Cat health|
???|Collect all these treasures|to increase Cattack Power|
???|Collect all these treasures to increase|Cat Cannon ATK power|
???|Collect all these treasures to increase|recharge speed of the Cat Cannon|
???|Collect all these treasures|to increase Max Energy|
